,game,Genre,ESRB_Rating,Platform,Publisher,Critic_Score,User_Score,Total_Shipped,Year
11106,johnny test,Platform,E,DS,505 Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11107,land of the dead road to fiddlers green,Shooter,M,XB,Groove Games,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11108,touhou kobuto v burst battle,Shooter,T,NS,NIS America,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11109,r types,Shooter,E,PS,ASCII Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
11110,star fighter,Shooter,E,PS,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
11111,bionicle heroes,Shooter,T,DS,Eidos Interactive,7.8,8.310770234986945,1.8158729063132706,2006.0
11112,victor vran overkill edition,Role Playing,M,NS,Wired Productions,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
11113,octomania,Puzzle,E,Wii,Conspiracy Entertainment,6.7,8.310770234986945,1.8158729063132706,2008.0
11114,the legend of heroes trails in the sky sc,Role Playing,T,PSP,Falcom Corporation,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11115,my pet chimp,Simulation,E,DS,505 Games,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11116,transformer rise of the dark spark,Shooter,T,WiiU,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
11117,mystic heroes,Action,T,PS2,KOEI,6.8,8.310770234986945,1.8158729063132706,2002.0
11118,tron 20 killer app,Action,E,GBA,Buena Vista,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
11119,jurassic park iii park builder,Simulation,E,GBA,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
11120,lord of magna maiden heaven,Role Playing,T,3DS,Xseed Games,7.0,8.310770234986945,1.8158729063132706,2015.0
11121,showtime championship boxing,Fighting,E10,Wii,DSI Games,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11122,di gata defenders,Role Playing,E,DS,Game Factory,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11123,chrysler classic racing,Racing,E,Wii,Zoo Games,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11124,lego bionicle,Platform,E,GBA,LEGO Media,6.4,8.310770234986945,1.8158729063132706,2001.0
11125,bomberman land,Misc,E,PSP,Hudson Entertainment,6.5,8.310770234986945,1.8158729063132706,2008.0
11126,stern pinball arcade,Misc,T,NS,Alliance Digital Media,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11127,power shovel,Action,E,PS,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
11128,spy fox in dry cereal,Adventure,E,Wii,Majesco,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11129,spy games elevator mission,Shooter,T,Wii,Tommo,2.0,8.310770234986945,1.8158729063132706,2007.0
11130,asterix and obelix xxl2,Action Adventure,E10,NS,Microids,6.5,8.310770234986945,1.8158729063132706,2018.0
11131,strike force bowling,Sports,E,GC,Crave Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11132,earth defense force 2017 portable,Shooter,T,PSV,D3Publisher,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
11133,theme park,Simulation,E,DS,Electronic Arts,8.0,8.310770234986945,1.8158729063132706,2007.0
11134,atelier iris 2 the azoth of destiny,Role Playing,E10,PS2,NIS America,6.8,8.310770234986945,1.8158729063132706,2006.0
11135,championship surfer,Sports,E,PS,Mattel Interactive,7.2,8.310770234986945,1.8158729063132706,2000.0
11136,monster garage,Racing,T,XB,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
11137,from the abyss,Role Playing,E,DS,Aksys Games,7.3,8.310770234986945,1.8158729063132706,2008.0
11138,speed,Racing,E,Wii,Zoo Games,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11139,secret files tunguska,Adventure,T,Wii,Deep Silver,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11140,tecmo classic arcade,Misc,E,XB,Tecmo,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11141,mx vs atv supercross,Racing,E,X360,Nordic Games,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
11142,mad maestro,Misc,E,PS2,Eidos Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11143,biker mice from mars,Racing,E10,PS2,Game Factory,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11144,age of empires online,Strategy,E10,PC,Microsoft Game Studios,7.0,8.310770234986945,1.8158729063132706,2011.0
11145,legend of kay,Action,E,DS,DreamCatcher Interactive,7.2,8.310770234986945,1.8158729063132706,2010.0
11146,final fantasy xiv stormblood,MMO,T,PC,Square Enix,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11147,sudoku ball detective,Puzzle,E10,DS,Playlogic Game Factory,5.0,8.310770234986945,1.8158729063132706,2009.0
11148,giants citizen kabuto,Shooter,T,PS2,Interplay,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
11149,alone in the dark,Adventure,M,PS2,Atari,6.3,8.310770234986945,1.8158729063132706,2008.0
11150,guilty gear xx accent core plus,Fighting,T,PS2,Aksys Games,7.3,8.310770234986945,1.8158729063132706,2009.0
11151,muppets party cruise,Misc,E,PS2,TDK Mediactive,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
11152,barbie horse adventures wild horse rescue,Sports,E,XB,VU Games,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
11153,shonen jumps one piece grand battle,Fighting,T,GC,Namco Bandai,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11154,sherlock holmes the devils daughter,Adventure,T,PS4,Bigben Interactive,7.192271689340214,8.310770234986945,0.14,2016.0
11155,dreamworks super star kartz,Racing,E,X360,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11156,blast lacrosse,Sports,E,PS,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
11157,kurupoto cool cool stars,Action,E,DS,UFO Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11158,mx vs atv supercross encore 2017 track edition,Racing,E,XOne,THQ Nordic,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11159,backyard nfl football 10,Sports,E,PS2,Atari,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11160,shonen jumps shaman king legacy of the spirits soaring hawk,Action,E,GBA,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11161,bubble bobble old amp new,Puzzle,E,GBA,Empire Interactive,5.5,8.310770234986945,1.8158729063132706,2004.0
11162,challenge me brain puzzles,Puzzle,E,DS,O Games,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11163,cold fear,Action,M,XB,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11164,nicktoons mlb 3d,Sports,E10,3DS,2K Games,7.192271689340214,8.310770234986945,1.8158729063132706,2012.0
11165,star trek tactical assault,Strategy,E,DS,Bethesda Softworks,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
11166,highway 2000,Racing,E,SAT,Natsume,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
11167,imagine cheerleader,Simulation,E,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11168,cartoon network battle crashers,Action,E10,3DS,GameMill,3.5,8.310770234986945,1.8158729063132706,2016.0
11169,everquest ii destiny of velious,Role Playing,T,PC,Sony Online Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11170,dropcast,Puzzle,E,DS,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11171,lego friends,Simulation,E,3DS,Warner Bros. Interactive Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
11172,cocoto kart racer,Racing,E,Wii,Conspiracy Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11173,call of cthulhu dark corners of the earth,Adventure,M,XB,2K Games,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11174,the great escape,Action,T,XB,Gotham Games,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11175,atelier lydie amp suelle the alchemists and the mysterious paintings,Role Playing,T,PS4,Tecmo Koei,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
11176,alien syndrome,Role Playing,T,Wii,Sega,5.2,8.310770234986945,1.8158729063132706,2007.0
11177,the document of metal gear solid 2,Misc,M,PS2,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11178,penpen triicelon,Racing,E,DC,Infogrames,5.8,8.310770234986945,1.8158729063132706,1999.0
11179,salt lake 2002,Sports,E,GBA,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11180,chevrolet camaro wild ride,Racing,E,Wii,Storm City Games,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11181,pac man and the ghostly adventures,Platform,E10,WiiU,Namco Bandai Games,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
11182,mx vs atv supercross encore,Sports,E,PS4,Nordic Games,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
11183,cartoon network battle crashers,Action,E10,XOne,GameMill,3.5,8.310770234986945,1.8158729063132706,2016.0
11184,crazy chicken tales,Action,E10,Wii,Conspiracy Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11185,arkanoid ds,Puzzle,E,DS,Square Enix,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11186,vexx,Platform,T,GC,Acclaim Entertainment,6.4,8.310770234986945,1.8158729063132706,2003.0
11187,disneys kim possible global gemini,Platform,E,DS,Disney Interactive Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11188,batman rise of sin tzu,Action,T,GC,Ubisoft,5.5,8.310770234986945,1.8158729063132706,2003.0
11189,mega man battle network 5 double team ds us sales,Role Playing,E,DS,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11190,greys anatomy the video game,Adventure,T,Wii,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11191,spongebob squarepants planktons robotic revenge,Action Adventure,E10,3DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
11192,mx vs atv supercross encore 2017 track edition,Racing,E,PS4,THQ Nordic,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11193,santa claus is comin to town,Puzzle,E,Wii,Crave Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11194,the next big thing,Adventure,E10,PC,Focus Home Interactive,6.8,8.310770234986945,1.8158729063132706,2011.0
11195,disney sports skateboarding,Sports,E,GC,Konami,2.6,8.310770234986945,1.8158729063132706,2002.0
11196,create,Misc,E,PC,Electronic Arts,6.0,8.310770234986945,1.8158729063132706,2010.0
11197,tsumiki block drop mania,Action,E,DS,SouthPeak Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11198,dreamer series zoo keeper,Simulation,E,DS,DreamCatcher Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11199,big bang mini,Shooter,E,DS,SouthPeak Interactive,8.0,8.310770234986945,1.8158729063132706,2009.0
11200,pro evolution soccer 2012,Sports,E,PS2,Konami,7.3999999999999995,8.310770234986945,1.8158729063132706,2011.0
11201,terminator 3 the redemption,Shooter,T,XB,Atari,6.8,8.310770234986945,1.8158729063132706,2004.0
11202,call of duty 2,Shooter,T,PC,Activision,7.0,9.1,1.8158729063132706,2005.0
11203,sherlock holmes the devils daughter,Adventure,T,XOne,Bigben Interactive,7.192271689340214,8.310770234986945,0.14,2016.0
11204,busy scissors,Simulation,E,DS,Little Orbit,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11205,coded arms contagion,Shooter,T,PSP,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11206,shiren the wanderer the tower of fortune and the dice of fate,Action,E10,PSV,Aksys Games,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
11207,cabelas big game hunter 2008,Sports,T,X360,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11208,serious sam ii,Shooter,M,XB,2K Games,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11209,world series of poker 2008 battle for the bracelets,Misc,T,DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11210,fosters home for imaginary friends imagination invaders,Adventure,E,DS,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11211,flipnic ultimate pinball,Misc,E,PS2,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11212,nba hangtime,Sports,E,PS,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
11213,mx vs atv supercross encore,Sports,E,XOne,Nordic Games,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
11214,motogp 10,Racing,E,X360,Capcom,6.0,8.310770234986945,1.8158729063132706,2011.0
11215,world cup of pool,Sports,E,DS,Aksys Games,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11216,brunswick circuit pro bowling,Sports,E,N64,THQ,8.2,8.310770234986945,1.8158729063132706,1999.0
11217,bust a move 99,Puzzle,E,N64,Acclaim Entertainment,7.7,8.310770234986945,1.8158729063132706,1999.0
11218,cybertiger,Sports,E,N64,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
11219,marvel super heroes,Fighting,T,SAT,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
11220,mike piazzas strike zone,Sports,E,N64,GT Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
11221,olympic hockey 98,Sports,E,N64,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
11222,penny racers,Racing,E,N64,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
11223,polaris snocross,Racing,E,N64,Vatical Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
11224,scars,Racing,E,N64,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
11225,star soldier vanishing earth,Shooter,E,N64,Electro Brain,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
11226,top gear hyper bike,Racing,E,N64,Kemco,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
11227,virtual chess 64,Misc,E,N64,Titus,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
11228,worms blast,Puzzle,E,GC,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11229,prinny can i really be the hero us sales,Action,T,PSP,NIS America,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11230,blur,Racing,E10,PC,Activision,8.1,8.310770234986945,1.8158729063132706,2010.0
11231,killing floor 2,Shooter,M,XOne,Tripwire Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11232,i love beauty hollywood makeover,Misc,E,DS,City Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11233,ihra professional drag racing 2005,Racing,E,XB,Bethesda Softworks,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
11234,tokyo xtreme racer advance,Racing,E,GBA,Crave Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11235,rock blast,Puzzle,E,DS,UFO Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11236,warriors of the lost empire,Role Playing,T,PSP,UFO Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11237,showtime championship boxing,Fighting,E10,DS,DSI Games,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11238,little league world series baseball 2008,Sports,E,DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11239,combat elite wwii paratroopers,Shooter,T,PS2,SouthPeak Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11240,killer loop,Racing,E,PS,Crave Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
11241,cabelas dangerous hunts ultimate challenge,Sports,T,PSP,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
11242,worldwide soccer,Sports,E,SAT,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
11243,puzzler collection,Puzzle,E,Wii,Zoo Digital Publishing,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11244,jewel link chronicles mountains of madness,Puzzle,E10,DS,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2012.0
11245,commandos strike force,Shooter,T,PS2,Eidos Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
11246,mobile suit gundam gundam vs zeta gundam,Shooter,T,PS2,Bandai,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11247,rapala pro fishing,Sports,E,GBA,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
11248,guilty gear x advance edition,Fighting,T,GBA,Sammy Corporation,7.3,8.310770234986945,1.8158729063132706,2002.0
11249,unreal tournament iii,Shooter,M,PC,Midway Games,8.4,8.310770234986945,1.8158729063132706,2007.0
11250,pop cutie street fashion simulation,Simulation,E,DS,KOEI,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11251,stalker call of pripyat,Shooter,M,PC,Viva Media,8.0,8.310770234986945,1.8158729063132706,2010.0
11252,ford racing 3,Racing,E,GBA,"Destination Software, Inc",7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11253,samurai warriors 4 ii,Action,T,PSV,Tecmo Koei,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
11254,pheasants forever wingshooter,Shooter,T,Wii,GameMill,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11255,playmobil knights,Action,E,DS,DreamCatcher Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11256,the witcher,Role Playing,M,PC,Atari,7.9,8.310770234986945,1.8158729063132706,2007.0
11257,rbi baseball 2016,Sports,E,XOne,MLB.com,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
11258,world soccer winning eleven 9 us sales,Sports,E,PSP,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
11259,imagine resort owner,Strategy,E,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
