,game,Genre,ESRB_Rating,Platform,Publisher,Critic_Score,User_Score,Total_Shipped,Year
10865,my dress up,Misc,E,DS,O Games,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10866,strike point,Simulation,E,PS,American Technos,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
10867,top gun,Action,E,PS3,505 Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
10868,crazy taxi 2,Racing,T,DC,Sega,8.3,8.310770234986945,1.8158729063132706,2001.0
10869,zumba fitness core,Music,E10,Wii,Majesco Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2012.0
10870,dynasty warriors ds fighters battle,Action,E10,DS,KOEI,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
10871,tom and jerry in war of the whiskers,Fighting,T,GC,NewKidCo,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
10872,anubis ii,Platform,E,Wii,UFO Interactive,1.5,8.310770234986945,1.8158729063132706,2007.0
10873,the voice,Music,E10,PS3,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
10874,football manager 2010,Sports,E,PC,Sega,8.7,8.310770234986945,1.8158729063132706,2009.0
10875,natural doctrine,Role Playing,M,PSV,NIS America,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
10876,major league baseball 2k10,Sports,E,PSP,2K Sports,5.94,8.310770234986945,1.8158729063132706,2010.0
10877,terraria,Action,T,PS4,505 Games,8.3,8.310770234986945,11.0,2014.0
10878,minecraft story mode,Adventure,E10,WiiU,Mojang,7.192271689340214,8.310770234986945,0.35,2016.0
10879,space hulk vengeance of the blood angels,Shooter,T,PS,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
10880,robot alchemic drive,Action,T,PS2,Enix,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
10881,tokyo beat down,Action,T,DS,Atlus,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
10882,dino master dig discover duel,Strategy,E,DS,Majesco,2.5,8.310770234986945,1.8158729063132706,2006.0
10883,fable the lost chapters,Role Playing,M,PC,Microsoft Game Studios,8.3,8.310770234986945,1.8158729063132706,2005.0
10884,accel world vs sword art online millennium twilight,Action,T,PSV,Namco Bandai Games,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
10885,sesame street cookies counting carnival,Misc,EC,PC,Warner Bros. Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10886,operation vietnam,Shooter,T,DS,Majesco,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
10887,fighter maker 2,Fighting,T,PS2,Agetec,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
10888,lifeline,Adventure,M,PS2,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
10889,dragon valor,Role Playing,T,PS,Namco,6.1,8.310770234986945,1.8158729063132706,2000.0
10890,bad apple wars,Action,T,PSV,Aksys Games,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
10891,jake power handyman,Adventure,E,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
10892,nhl 2005,Sports,E,GC,EA Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
10893,midway arcade treasures 3,Misc,E,GC,Midway Games,6.1,8.310770234986945,1.8158729063132706,2005.0
10894,firefighter fd18,Action,T,PS2,Konami,5.9,8.310770234986945,1.8158729063132706,2004.0
10895,warhammer the end times vermintide,Action,M,PS4,Games Workshop,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
10896,port royale 3,Simulation,T,X360,Kalypso Media,7.192271689340214,8.310770234986945,0.2,2012.0
10897,ultimate board game collection,Misc,E,PSP,Valcon Games,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
10898,mega man x4,Platform,E,SAT,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
10899,classic action devilish,Misc,T,DS,UFO Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
10900,jackass the game ds,Action,T,DS,Red Mile Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10901,one piece unlimited world red,Action Adventure,T,WiiU,Namco Bandai Games,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
10902,generator rex agent of providence,Action,E10,DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
10903,disgaea 1 complete,Role Playing,T,PS4,NIS America,8.0,8.310770234986945,1.8158729063132706,2018.0
10904,resident evil 6,Shooter,M,XOne,Capcom,7.192271689340214,8.310770234986945,1.32,2016.0
10905,sudoku fever,Puzzle,E,GBA,Take Two Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
10906,street fighter 30th anniversary collection,Fighting,T,XOne,Capcom,8.5,8.310770234986945,1.8158729063132706,2018.0
10907,dragon ball z battle of z,Fighting,T,X360,Namco Bandai Games,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
10908,the putter golf,Sports,E,PS,Agetec,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
10909,xbox live arcade unplugged volume 1,Misc,T,X360,Microsoft,7.4,8.310770234986945,1.8158729063132706,2006.0
10910,the powerpuff girls relish rampage,Action,E,GC,BAM! Entertainment,3.8,8.310770234986945,1.8158729063132706,2003.0
10911,atelier sophie the alchemist of the mysterious book,Role Playing,T,PSV,Tecmo Koei,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
10912,army men rts,Strategy,T,GC,Global Star Software,6.9,8.310770234986945,1.8158729063132706,2004.0
10913,dragoneers aria,Role Playing,E10,PSP,NIS America,5.2,8.310770234986945,1.8158729063132706,2007.0
10914,tigershark,Simulation,E,PS,GT Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
10915,jewel quest 5 the sleepless star,Puzzle,E,PC,ValuSoft,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
10916,backyard nfl football 09,Sports,E,DS,Atari,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10917,ghostbusters 2016,Action,E10,XOne,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
10918,n,Platform,E,DS,Atari,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10919,norse by norsewest the return of the lost vikings,Action,E,PS,Interplay,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
10920,dragons crown pro,Role Playing,T,PS4,Atlus,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
10921,obscure,Adventure,M,PS2,DreamCatcher Interactive,6.8,8.310770234986945,1.8158729063132706,2005.0
10922,sega soccer slam,Sports,E,GC,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
10923,the sims 2 seasons,Simulation,T,PC,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
10924,ultimate marvel vs capcom 3,Fighting,T,X360,Capcom,8.3,8.310770234986945,1.8158729063132706,2011.0
10925,sherlock holmes crimes amp punishments,Adventure,M,PS3,Focus Home Interactive,7.192271689340214,8.310770234986945,0.14,2014.0
10926,zhuzhu pets quest for zhu,Misc,E,DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
10927,deep labyrinth,Action,E10,DS,Atlus,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
10928,defcon 5,Shooter,E,PS,Data East,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
10929,pipe mania,Puzzle,E,PSP,Empire Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10930,mario tennis,Sports,E,VC,Nintendo,8.8,8.310770234986945,1.75,2010.0
10931,microsoft flight simulator 2004 a century of flight,Simulation,E,PC,Microsoft Game Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
10932,secret service ultimate sacrifice,Action,T,PS2,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10933,hello neighbor hide amp seek,Adventure,T,NS,Gearbox Software,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
10934,god hand,Action,M,PS2,Capcom,7.0,8.310770234986945,1.8158729063132706,2006.0
10935,spawn armageddon,Action,M,GC,Namco,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
10936,legends of wrestling ii,Fighting,E,GBA,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
10937,fatal fury battle archives volume 2,Fighting,T,PS2,SNK Playmore,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10938,jurassic park operation genesis,Simulation,T,XB,VU Games,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
10939,fifa soccer 06,Sports,E,GBA,EA Sports,8.0,8.310770234986945,1.8158729063132706,2005.0
10940,freddi fish kelp seed mystery,Adventure,E,Wii,Majesco,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10941,redcard 20 03,Sports,E,PS2,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
10942,future tactics the uprising,Strategy,T,PS2,Crave Entertainment,6.8,8.310770234986945,1.8158729063132706,2004.0
10943,pac man and the ghostly adventures 2,Platform,E10,WiiU,Namco Bandai Games,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
10944,driver parallel lines,Racing,M,XB,Atari,5.9,8.310770234986945,1.8158729063132706,2006.0
10945,home sweet home 2017,Adventure,M,PS4,Mastiff,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
10946,build a bear workshop friendship valley,Misc,E,Wii,Game Factory,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10947,basketball hall of fame ultimate hoops challenge,Sports,E,Wii,Zoo Games,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10948,evergirl,Adventure,E,GBA,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
10949,daniel x the ultimate power,Action,E10,DS,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10950,mayhem 3d,Racing,E10,X360,Evolved Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
10951,reader rabbit 1st grade,Misc,E,Wii,Graffiti,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10952,batman rise of sin tzu,Action,E,GBA,Ubisoft,5.5,8.310770234986945,1.8158729063132706,2003.0
10953,tropix,Puzzle,E10,DS,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10954,world racing,Racing,E,XB,TDK Mediactive,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
10955,penguins of madagascar,Action Adventure,E,3DS,Little Orbit,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
10956,blazblue cross tag battle,Fighting,T,NS,Arc System Works,8.0,8.310770234986945,1.8158729063132706,2018.0
10957,disneys party,Misc,E,GBA,Hudson Entertainment,4.0,8.310770234986945,1.8158729063132706,2003.0
10958,fantasy aquarium world,Simulation,E,Wii,Destineer,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
10959,x men the official game,Action,E10,GBA,Activision,4.85,8.310770234986945,1.8158729063132706,2006.0
10960,criminal girls invite only,Role Playing,M,PSV,NIS America,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
10961,card games,Misc,E,PS,Agetec,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
10962,tony hawks pro skater 5,Sports,T,PS3,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
10963,batman the enemy within,Adventure,M,PS4,Telltale Games,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
10964,tron evolution,Action,T,PC,Disney Interactive Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10965,destrega,Fighting,T,PS,KOEI,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
10966,the final round,Sports,E,PS,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
10967,hello neighbor hide amp seek,Adventure,T,PS4,Gearbox Software,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
10968,national geographic challenge,Misc,E,X360,Ignition Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
10969,rayman arena,Racing,E,XB,Ubisoft,5.0,8.310770234986945,1.8158729063132706,2002.0
10970,the king of fighters 02,Fighting,T,PS2,SNK,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
10971,army men green rogue,Action,T,PS,3DO,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
10972,hello neighbor hide amp seek,Adventure,T,XOne,Gearbox Software,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
10973,centipede,Misc,E,GBA,"Destination Software, Inc",5.6,8.310770234986945,1.8158729063132706,2005.0
10974,armored core nine breaker,Simulation,T,PS2,Agetec,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
10975,cabelas big game hunter 2005 adventures,Sports,T,GC,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
10976,my horse amp me riding for gold,Sports,E,DS,Atari,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
10977,the guided fate paradox,Role Playing,T,PS3,NIS America,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
10978,worms 3d,Strategy,T,GC,Acclaim Entertainment,7.5,8.310770234986945,1.8158729063132706,2004.0
10979,legend of kay anniversary,Action,E10,PS4,Nordic Games,6.5,8.310770234986945,1.8158729063132706,2015.0
10980,alex rider stormbreaker,Action,T,DS,THQ,4.0,8.310770234986945,1.8158729063132706,2006.0
10981,mutant football league dynasty edition,Sports,M,PS4,Nighthawk Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
10982,steinsgate 0,Adventure,M,PS4,PQube,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
10983,karaoke revolution party,Misc,E10,XB,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
10984,zombi,Action,M,PS4,Ubisoft,7.5,8.310770234986945,1.8158729063132706,2015.0
10985,steambot chronicles battle tournament,Fighting,E10,PSP,Atlus,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
10986,pandemonium 2,Platform,E,PS,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
10987,crime lab body of evidence,Adventure,T,DS,City Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10988,tournament of legends,Fighting,T,Wii,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10989, sun,Adventure,T,DS,Marvelous Interactive,5.7,8.310770234986945,1.8158729063132706,2009.0
10990,dreamer series pop star,Misc,E,DS,DreamCatcher Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
10991,hasbro family game night fun pack,Misc,E,X360,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
10992,scribblenauts showdown,Platform,E10,NS,Warner Bros. Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
10993,fallout brotherhood of steel,Role Playing,M,PS2,Interplay,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
10994,phoenix wright ace attorney trilogy,Misc,T,3DS,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
10995,prince of persia the fallen king,Action,E,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10996,the tale of despereaux,Platform,E,DS,Brash Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
10997,family trainer treasure adventure,Sports,RP,Wii,Namco Bandai,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
10998,jam sessions 2,Misc,E10,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
10999,lost in blue 2,Adventure,E10,DS,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11000,gunstar super heroes,Shooter,E10,GBA,Sega,8.0,8.310770234986945,1.8158729063132706,2005.0
11001,rpg maker fes,Role Playing,E10,3DS,NIS America,7.0,8.310770234986945,1.8158729063132706,2017.0
11002,c the contra adventure,Shooter,T,PS,Konami,4.2,8.310770234986945,1.8158729063132706,1998.0
11003,frogger advance the great quest,Action,E,GBA,Konami,5.5,8.310770234986945,1.8158729063132706,2002.0
11004,interactive storybook ds series 1,Misc,E,DS,Tommo,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11005,rbi baseball 2017,Sports,E,XOne,MLB.com,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11006,spintires mudrunner american wilds,Racing,E,XOne,Focus Home Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
11007,worms forts under siege,Strategy,T,XB,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11008,pocky amp rocky with becky,Shooter,E,GBA,Natsume,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11009,full spectrum warrior ten hammers,Strategy,M,PS2,THQ,5.5,8.310770234986945,1.8158729063132706,2006.0
11010,tokyo twilight ghost hunters,Visual Novel,T,PS3,Aksys Games,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
11011,motion explosion,Misc,E,X360,Majesco,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11012,risen 3 titan lords enhanced edition,Role Playing,M,PS4,Deep Silver,1.0,8.310770234986945,0.34,2015.0
11013,speed racer,Racing,E,PS,Jaleco,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
11014,nhl hitz pro,Sports,E,XB,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
11015,cosmos chaos,Misc,E,DS,Mentor Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11016,mlb power pros 2008,Sports,E,DS,2K Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11017,mary skelter nightmares,Role Playing,M,PSV,Idea Factory,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11018,"000 squad command""",Strategy,T,DS,THQ,6.6,8.310770234986945,1.8158729063132706,2007.0
11019,hot wheels burnin rubber,Racing,E,GBA,THQ,8.0,8.310770234986945,1.8158729063132706,2001.0
11020,il 2 sturmovik birds of prey,Simulation,E10,DS,505 Games,5.0,8.310770234986945,1.8158729063132706,2009.0
11021,wings of war,Simulation,T,XB,Gathering of Developers,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
11022,187 ride or die,Racing,M,XB,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11023,rpg maker 3,Role Playing,E10,PS2,Agetec,7.0,8.310770234986945,1.8158729063132706,2005.0
11024,zatch bell mamodo battles,Fighting,T,GC,Bandai,7.0,8.310770234986945,1.8158729063132706,2005.0
11025,risen 3 titan lords,Role Playing,M,X360,Deep Silver,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
11026,moshi monsters katsuma unleashed,Platform,E,3DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
11027,james bond 007 blood stone,Action,T,DS,Activision,7.0,8.310770234986945,1.8158729063132706,2010.0
11028,desert strike advance,Simulation,E,GBA,Electronic Arts,6.8,8.310770234986945,1.8158729063132706,2002.0
11029,kabuki warriors,Action,M,XB,Crave Entertainment,1.0,8.310770234986945,1.8158729063132706,2001.0
11030,fist of the north star kens rage 2,Action,M,X360,Tecmo Koei,5.0,8.310770234986945,1.8158729063132706,2013.0
11031,discworld,Adventure,T,PS,Psygnosis,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
11032,world poker tour,Misc,E,XB,2K Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11033,disneys chicken little ace in action,Shooter,E,DS,Buena Vista,6.0,8.310770234986945,1.8158729063132706,2006.0
11034,elite forces unit 77,Strategy,T,DS,Deep Silver,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11035,pirates the legend of black kat,Adventure,T,XB,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11036,cabelas trophy bucks,Sports,T,Wii,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11037,super bomberman r,Puzzle,E10,PS4,Konami Digital Entertainment,6.3,8.310770234986945,1.8158729063132706,2018.0
11038,espn winter x games snowboarding 2002,Sports,E,GBA,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
11039,insecticide,Adventure,E10,DS,Gamecock,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11040,aven colony,Strategy,E10,XOne,Sold Out,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11041,nanobreaker,Action,M,PS2,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11042,bionicle,Platform,E,XB,Electronic Arts,4.8,8.310770234986945,1.8158729063132706,2003.0
11043,escape from bug island,Action,M,Wii,Eidos Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11044,adventure time finn amp jake investigations,Action,E10,XOne,Little Orbit,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
11045,persona 5 dancing in starlight,Music,T,PS4,Atlus,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
11046,monster madness grave danger,Shooter,T,PS3,SouthPeak Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11047,mark mcmorris infinite air,Sports,T,PS4,Maximum Games,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
11048,miami vice the game,Shooter,M,PSP,Vivendi Games,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
11049,kamen rider dragon knight,Fighting,T,Wii,D3 Publisher,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11050,nights of azure 2 bride of the new moon,Action,T,NS,Tecmo Koei,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11051,bmx xxx,Sports,M,GC,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11052,disneys magical quest 2 starring mickey and minnie,Action,E,GBA,Capcom,5.6,8.310770234986945,1.8158729063132706,2003.0
11053,the amazing spider man 2 2014,Action Adventure,E10,3DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
11054,aggressive inline,Sports,T,XB,Acclaim Entertainment,9.0,8.310770234986945,1.8158729063132706,2002.0
11055,smart boys toys club,Misc,E,DS,UFO Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
11056,jewels of the ages,Puzzle,E,DS,City Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11057,cold stone creamery scoop it up,Misc,E,Wii,Zoo Games,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11058,xgra extreme g racing association,Racing,T,PS2,Acclaim Entertainment,7.4,8.310770234986945,1.8158729063132706,2003.0
11059,pro evolution soccer 2015,Sports,E,PC,Konami Digital Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
11060,naruto ultimate ninja heroes jp sales,Fighting,T,PSP,Namco Bandai,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11061,blood bowl,Sports,T,PC,SouthPeak Interactive,6.5,8.310770234986945,1.8158729063132706,2010.0
11062,gradius collection,Shooter,E,PSP,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
11063,ray tracers,Racing,E,PS,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
11064,age of empires iii the asian dynasties,Strategy,T,PC,Microsoft Game Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11065,frogger helmet chaos,Platform,E,DS,Konami,7.0,8.310770234986945,1.8158729063132706,2005.0
11066,americas greatest game shows wheel of fortune and jeopardy,Party,E,NS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
11067,legend of the dragon,Fighting,T,Wii,Game Factory,2.9,8.310770234986945,1.8158729063132706,2007.0
11068,my pet shop,Simulation,E,DS,Taito,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
11069,imagine gymnast,Simulation,E,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11070,monster tale,Platform,E,DS,Majesco,7.7,8.310770234986945,1.8158729063132706,2011.0
11071,ittle dew 2,Action,E10,NS,Nicalis,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11072,dynasty warriors vs,Action,RP,3DS,KOEI,7.192271689340214,8.310770234986945,1.8158729063132706,2012.0
11073,gallop racer 2004,Sports,E,PS2,Tecmo,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
11074,rayman hoodlums revenge,Platform,E,GBA,Ubisoft,6.2,8.310770234986945,1.8158729063132706,2005.0
11075,backyard hockey,Sports,E,DS,Atari,6.0,8.310770234986945,1.8158729063132706,2007.0
11076,mobile suit gundam seed never ending tomorrow,Shooter,T,PS2,Bandai,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11077,f1 2001,Racing,E,XB,EA Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
11078,birthdays the beginning,Misc,E,PS4,NIS America,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11079,fishing master jp sales,Sports,E,Wii,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11080,paws amp claws marine rescue,Simulation,E,DS,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11081,tonka rescue patrol,Action,E,GC,TDK Mediactive,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
11082,crimson gem saga,Role Playing,T,PSP,Atlus,7.3,8.0,1.8158729063132706,2009.0
11083,cel damage,Racing,T,GC,Electronic Arts,6.0,8.310770234986945,1.8158729063132706,2002.0
11084,generator rex agent of providence,Action,E10,X360,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11085,santa claus is comin to town,Puzzle,E,DS,Crave Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
11086,the sims 4 get famous,Simulation,T,PC,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
11087,western riding academy,Simulation,E,DS,Destineer,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11088,cities xl 2012,Strategy,E,PC,Focus Home Interactive,6.0,8.310770234986945,1.8158729063132706,2011.0
11089,rugby 18,Sports,E,PS4,Koch Media,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11090,motogp 17,Racing,E,XOne,Koch Media,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
11091,sprung a game where everyone scores,Adventure,T,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
11092,the pinball of the dead,Misc,T,GBA,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11093,growlanser wayfarer of time,Role Playing,T,PSP,Atlus,7.192271689340214,8.310770234986945,1.8158729063132706,2012.0
11094,tokobot,Platform,E,PSP,Tecmo,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11095,arc the lad end of darkness,Role Playing,T,PS2,Namco,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
11096,the king of route 66,Racing,T,PS2,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
11097,tom clancys splinter cell pandora tomorrow,Action,T,GBA,Ubisoft,7.949999999999999,9.0,1.8158729063132706,2004.0
11098,steinsgate,Visual Novel,M,PS3,5pb,7.192271689340214,8.310770234986945,0.16,2015.0
11099,bubble bobble also featuring rainbow islands,Puzzle,E,PS,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
11100,intellivision lives,Misc,E,GC,Crave Entertainment,6.4,8.310770234986945,1.8158729063132706,2004.0
11101,fast food panic,Simulation,E,Wii,SouthPeak Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
11102,panzer tactics ds,Strategy,E10,DS,Conspiracy Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
11103,robotica,Shooter,T,SAT,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
11104,deathrow underground team combat,Sports,M,XB,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
11105,nhl 2k9,Sports,E10,Wii,2K Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
